Title,Date
"Ozark: Temporada 2: El sueño eterno","07-03-22"
"Ozark: Temporada 2: La única salida","07-03-22"
"Tiempo compartido","06-03-22"
"Al acecho","06-03-22"
"Mentiras: Estamos muy cerca","06-03-22"
"Mentiras: La verdad","06-03-22"
"Mentiras: ¿A cuántas más?","06-03-22"
"Mentiras: No sirve de nada","06-03-22"
"Mentiras: Consecuencias","06-03-22"
"Mentiras: ¿Me crees?","06-03-22"
"Sin respiro","05-03-22"
"¿Sabes quién es?: Episodio 3","05-03-22"
"¿Sabes quién es?: Episodio 2","05-03-22"
"¿Sabes quién es?: Episodio 1","05-03-22"
"Jefe","04-03-22"
"Ozark: Temporada 2: Las tinieblas de fuera","04-03-22"
"Regreso al futuro: Parte II","04-03-22"
"Forrest Gump","03-03-22"
"La casa de papel: Parte 5: Una tradición familiar","02-03-22"
"La casa de papel: Parte 5: Lo que se habla en la cama","02-03-22"
"La casa de papel: Parte 5: La teoría de la elegancia","02-03-22"
"Ozark: Temporada 2: Día D","01-03-22"
"Ozark: Temporada 2: En soledad","01-03-22"
"Ozark: Temporada 2: La maldición Langmore","27-02-22"
"Ozark: Temporada 2: La preciosa sangre de Jesús","27-02-22"
"11M: Terror in Madrid","26-02-22"
"Vikingos: Valhalla: Temporada 1: Los groenlandeses","26-02-22"
"Regreso al futuro","25-02-22"
"Orgullo y prejuicio","24-02-22"
"El estafador de Tinder","22-02-22"
"Justicia para el pequeño Gabriel: Miniserie: Impacto al sistema","21-02-22"
"Ozark: Temporada 2: Compensación","20-02-22"
"Luis Miguel - La serie: Temporada 2: Ayer","18-02-22"
"Luis Miguel - La serie: Temporada 2: El día que me quieras","18-02-22"
"Quién maneja los hilos: Tras la pista de los mayores impostores: Temporada 1: Desaparecieron","18-02-22"
"¿Conocen a Joe Black?","17-02-22"
"La cabaña y sus secretos","14-02-22"
"Mi mejor amiga, Ana Frank","14-02-22"
"Secuestrada: La verdad de Lisa McVey","11-02-22"
"A través de mi ventana","10-02-22"
"Emily en París: Temporada 2: Una revolución francesa","09-02-22"
"Emily en París: Temporada 2: Esencia y sentimientos","09-02-22"
"Emily en París: Temporada 2: Problemas en Champagne","09-02-22"
"tick, tick...BOOM!","09-02-22"
"Emily en París: Temporada 2: El cocinero, el ladrón, el fantasma y su amante","08-02-22"
"Emily en París: Temporada 2: Al límite","08-02-22"
"Riverdale: Temporada 5: Capítulo 77: Clímax","07-02-22"
"Feria: La luz más oscura: The Solitary King","07-02-22"
"Feria: La luz más oscura: The Apocalypse According to Pablo","07-02-22"
"Feria: La luz más oscura: Bloody Feria","07-02-22"
"Feria: La luz más oscura: The God of Fire","07-02-22"
"Feria: La luz más oscura: The Temple","07-02-22"
"Feria: La luz más oscura: Offering","06-02-22"
"Feria: La luz más oscura: Babylon","06-02-22"
"Feria: La luz más oscura: The Red Lake","06-02-22"
"Venir del frío: Al descubierto","04-02-22"
"Oscuro deseo: Temporada 2: Eros y Psique","03-02-22"
"Oscuro deseo: Temporada 1: Es solo sexo","03-02-22"
"Neon Genesis Evangelion: La bestia que pedía amor a gritos desde el centro del mundo","03-02-22"
"Neon Genesis Evangelion: Un mundo que se acaba","02-02-22"
"Neon Genesis Evangelion: El último enviado","02-02-22"
"Neon Genesis Evangelion: Rei III: Lágrimas","02-02-22"
"Neon Genesis Evangelion: Al menos actúa como un ser humano","02-02-22"
"La casa de papel: Parte 5: Ciencia ilusionada","01-02-22"
"The Sinner: Temporada 4: Percy: Parte V","01-02-22"
"Jugar en casa","31-01-22"
"Neon Genesis Evangelion: El nacimiento de NERV","29-01-22"
"Neon Genesis Evangelion: El espejo del alma","29-01-22"
"Neon Genesis Evangelion: El combate de un muchacho","29-01-22"
"Neon Genesis Evangelion: Elegir un destino","29-01-22"
"Neon Genesis Evangelion: Apto para ser el cuarto elegido","28-01-22"
"Neon Genesis Evangelion: Al borde de la muerte y después...","28-01-22"
"Crímenes americanos: De las cenizas de la tragedia","28-01-22"
"The Sinner: Temporada 4: Percy: Parte IV","28-01-22"
"Neon Genesis Evangelion: Mentiras y silencio","27-01-22"
"The Sinner: Temporada 4: Percy: Parte III","27-01-22"
"The Sinner: Temporada 4: Percy: Parte II","27-01-22"
"The Sinner: Temporada 4: Percy: Parte I","27-01-22"
"The Sinner: Temporada 2: Julian: Parte I","27-01-22"
"Neon Genesis Evangelion: SEELE, el lugar de los espíritus","26-01-22"
"Amandla","26-01-22"
"After Life: Más allá de mi mujer: Temporada 1: Episodio 1","26-01-22"
"Neon Genesis Evangelion: La invasión del ángel","25-01-22"
"Neon Genesis Evangelion: El valor de un milagro","25-01-22"
"Neon Genesis Evangelion: En las tinieblas inmóviles","25-01-22"
"El marginal: Temporada 4: Capítulo 8","25-01-22"
"El marginal: Temporada 4: Capítulo 5","25-01-22"
"Sex Education: Temporada 3: Episodio 8","24-01-22"
"Sex Education: Temporada 3: Episodio 7","24-01-22"
"Sex Education: Temporada 3: Episodio 6","24-01-22"
"Neon Genesis Evangelion: Sumergida en el magma","24-01-22"
"Neon Genesis Evangelion: Un instante, una mente al unísono","24-01-22"
"Neon Genesis Evangelion: Asuka llega a Japón","24-01-22"
"Neon Genesis Evangelion: Construido por los hombres","24-01-22"
"Neon Genesis Evangelion: La batalla decisiva","23-01-22"
"Neon Genesis Evangelion: Rei, al otro lado de su corazón","23-01-22"
"Neon Genesis Evangelion: Lluvia, después de la huida","23-01-22"
"Neon Genesis Evangelion: El teléfono que nunca suena","23-01-22"
"Neon Genesis Evangelion: Un techo desconocido","23-01-22"
"El marginal: Temporada 4: Capítulo 7","23-01-22"
"Neon Genesis Evangelion: El ataque del ángel","22-01-22"
"El marginal: Temporada 4: Capítulo 6","22-01-22"
"El marginal: Temporada 4: Capítulo 4","21-01-22"
"El marginal: Temporada 4: Capítulo 3","21-01-22"
"El marginal: Temporada 4: Capítulo 2","20-01-22"
"El marginal: Temporada 4: Capítulo 1","20-01-22"
"Archivo 81: Señales misteriosas","19-01-22"
"El marginal: Temporada 3: Capítulo 8","19-01-22"
"El asesino del nudo","17-01-22"
"Cobra Kai: Temporada 2: Pulpo","10-01-22"
"Los juegos del destino","10-01-22"
"Cobra Kai: Temporada 2: Glory of Love","09-01-22"
"Cobra Kai: Temporada 2: Calma","08-01-22"
"Cobra Kai: Temporada 2: Echa un vistazo a tu derecha","08-01-22"
"Cobra Kai: Temporada 2: Darlo todo","08-01-22"
"Cobra Kai: Temporada 2: La hora de la verdad","08-01-22"
"Cobra Kai: Temporada 2: Hielo y fuego","08-01-22"
"Cobra Kai: Temporada 2: Otra vez juntos","08-01-22"
"Cobra Kai: Temporada 2: Piedad (Parte 2)","08-01-22"
"The Crown: Temporada 1: Windsor","05-01-22"
"Hasta el hueso","04-01-22"
"Una esposa de mentira","04-01-22"
"Quédate cerca: Miniserie: Episodio 2","03-01-22"
"¿Quién mató a Sara?: Temporada 2: Las dos caras de Sara","03-01-22"
"Emily en París: Temporada 2: Un inglés en París","03-01-22"
"Emily en París: Temporada 2: Jules y Em","03-01-22"
"Cobra Kai: Temporada 1: As degenerado","02-01-22"
"Escena del crimen: Asesinato en Times Square: Miniserie: Asesinato en la calle 42","02-01-22"
"Quédate cerca: Miniserie: Episodio 1","01-01-22"
"La hija oscura","01-01-22"
"Troya","31-12-21"
"¿Quién mató a Sara?: Temporada 1: No fue un error","30-12-21"
"¿Quién mató a Sara?: Temporada 2: Yo maté a Sara","30-12-21"
"¿Quién mató a Sara?: Temporada 2: Nunca fuimos amigos","30-12-21"
"¿Quién mató a Sara?: Temporada 2: Esto es personal","30-12-21"
"¿Quién mató a Sara?: Temporada 2: Los muertos hablan","30-12-21"
"Madre solo hay dos: Temporada 1: Chin-chan-pú","30-12-21"
"¿Quién mató a Sara?: Temporada 2: Todo queda en tus manos","30-12-21"
"Café con aroma de mujer: Episode 1","30-12-21"
"You: Temporada 3: ¿Qué es el amor?","30-12-21"
"You: Temporada 3: Señales de alerta","30-12-21"
"You: Temporada 3: Aventuras y desventuras","30-12-21"
"You: Temporada 3: Aquí todos estamos locos","29-12-21"
"Seinfeld: Temporada 1: Visitante inesperada","28-12-21"
"You: Temporada 3: Un nuevo emprendimiento","28-12-21"
"You: Temporada 3: En el bosque","28-12-21"
"Emily en París: Temporada 2: ¡Feliz cumpleaños!","28-12-21"
"Emily en París: Temporada 2: ¿Conoces el camino a Saint-Tropez?","28-12-21"
"Emily en París: Temporada 2: Voulez-Vous Coucher Avec Moi?","27-12-21"
"You: Temporada 3: Síndrome de la mujer blanca desaparecida","27-12-21"
"You: Temporada 3: Me casé con una asesina","27-12-21"
"You: Temporada 3: Y vivieron felices para siempre","26-12-21"
"Las olas","26-12-21"
"La reina del flow: Temporada 2: Episodio 88","26-12-21"
"La reina del flow: Temporada 2: Episodio 87","23-12-21"
"El Hombre Araña 2","23-12-21"
"El hombre araña","22-12-21"
"La reina del flow: Temporada 2: Episodio 86","22-12-21"
"La reina del flow: Temporada 2: Episodio 85","22-12-21"
"La reina del flow: Temporada 2: Episodio 84","21-12-21"
"Rebelde Way: temporada 1: Capítulo 7","20-12-21"
"Rebelde Way: temporada 1: Capítulo 6","20-12-21"
"La reina del flow: Temporada 2: Episodio 83","20-12-21"
"La reina del flow: Temporada 2: Episodio 82","20-12-21"
"La reina del flow: Temporada 2: Episodio 81","20-12-21"
"La reina del flow: Temporada 2: Episodio 80","20-12-21"
"La reina del flow: Temporada 2: Episode 79","20-12-21"
"La reina del flow: Temporada 2: Episodio 78","20-12-21"
"La reina del flow: Temporada 2: Episodio 77","20-12-21"
"La reina del flow: Temporada 2: Episodio 76","20-12-21"
"La reina del flow: Temporada 2: Episodio 75","20-12-21"
"La reina del flow: Temporada 2: Episodio 74","20-12-21"
"La reina del flow: Temporada 2: Episodio 73","20-12-21"
"La reina del flow: Temporada 2: Episodio 72","20-12-21"
"La reina del flow: Temporada 2: Episodio 71","20-12-21"
"La reina del flow: Temporada 2: Episodio 70","20-12-21"
"La reina del flow: Temporada 2: Episodio 69","20-12-21"
"Rebelde Way: temporada 1: Capítulo 5","19-12-21"
"La reina del flow: Temporada 2: Episodio 68","19-12-21"
"La reina del flow: Temporada 2: Episodio 67","19-12-21"
"La reina del flow: Temporada 2: Episodio 66","19-12-21"
"La reina del flow: Temporada 2: Episodio 65","19-12-21"
"La reina del flow: Temporada 2: Episodio 64","18-12-21"
"La reina del flow: Temporada 2: Episodio 63","18-12-21"
"La reina del flow: Temporada 2: Episodio 62","18-12-21"
"La reina del flow: Temporada 2: Episodio 61","18-12-21"
"La reina del flow: Temporada 2: Episodio 60","18-12-21"
"La reina del flow: Temporada 2: Episodio 59","18-12-21"
"La reina del flow: Temporada 2: Episodio 58","18-12-21"
"La reina del flow: Temporada 2: Episodio 57","18-12-21"
"La reina del flow: Temporada 2: Episodio 56","18-12-21"
"La reina del flow: Temporada 2: Episodio 55","17-12-21"
"La reina del flow: Temporada 2: Episodio 54","17-12-21"
"La reina del flow: Temporada 2: Episodio 53","17-12-21"
"La reina del flow: Temporada 2: Episodio 52","17-12-21"
"La reina del flow: Temporada 2: Episodio 51","17-12-21"
"La reina del flow: Temporada 2: Episodio 50","17-12-21"
"Rebelde Way: temporada 1: Capítulo 4","16-12-21"
"Rebelde Way: temporada 1: Capítulo 3","16-12-21"
"Rebelde Way: temporada 1: Capítulo 2","16-12-21"
"Rebelde Way: temporada 1: Capítulo 1","16-12-21"
"Fue la mano de Dios","16-12-21"
"La reina del flow: Temporada 2: Episodio 49","14-12-21"
"La reina del flow: Temporada 2: Episodio 48","14-12-21"
"La reina del flow: Temporada 2: Episodio 47","14-12-21"
"La reina del flow: Temporada 2: Episodio 46","14-12-21"
"La reina del flow: Temporada 2: Episodio 45","14-12-21"
"Imperdonable","12-12-21"
"La casa de papel: Parte 5: Válvulas de escape","10-12-21"
"La casa de papel: De Tokio a Berlín: Volumen 2: Episodio 1","10-12-21"
"Jobs","10-12-21"
"La reina del flow: Temporada 2: Episodio 44","08-12-21"
"La reina del flow: Temporada 2: Episodio 43","08-12-21"
"La reina del flow: Temporada 2: Episodio 42","08-12-21"
"La reina del flow: Temporada 2: Episodio 41","08-12-21"
"La reina del flow: Temporada 2: Episodio 40","07-12-21"
"La reina del flow: Temporada 2: Episodio 39","07-12-21"
"La reina del flow: Temporada 2: Episodio 38","06-12-21"
"La reina del flow: Temporada 2: Episodio 37","06-12-21"
"La reina del flow: Temporada 2: Episodio 36","05-12-21"
"La reina del flow: Temporada 2: Episodio 35","05-12-21"
"La reina del flow: Temporada 2: Episodio 34","05-12-21"
"La reina del flow: Temporada 2: Episodio 33","05-12-21"
"La reina del flow: Temporada 2: Episodio 32","05-12-21"
"La reina del flow: Temporada 2: Episodio 31","04-12-21"
"La reina del flow: Temporada 2: Episodio 30","04-12-21"
"La reina del flow: Temporada 2: Episodio 29","04-12-21"
"La reina del flow: Temporada 2: Episodio 28","04-12-21"
"La reina del flow: Temporada 2: Episodio 27","04-12-21"
"La reina del flow: Temporada 2: Episodio 26","04-12-21"
"La reina del flow: Temporada 2: Episodio 25","04-12-21"
"La reina del flow: Temporada 2: Episodio 24","04-12-21"
"La reina del flow: Temporada 2: Episodio 23","04-12-21"
"La reina del flow: Temporada 2: Episodio 22","04-12-21"
"La reina del flow: Temporada 2: Episodio 21","04-12-21"
"La reina del flow: Temporada 2: Episodio 20","04-12-21"
"La reina del flow: Temporada 2: Episodio 17","04-12-21"
"La reina del flow: Temporada 2: Episodio 13","04-12-21"
"La reina del flow: Temporada 2: Episodio 9","04-12-21"
"La reina del flow: Temporada 2: Episodio 5","04-12-21"
"La reina del flow: Temporada 1: Episodio 13","04-12-21"
"La reina del flow: Temporada 1: Episodio 17","04-12-21"
"La reina del flow: Temporada 1: Episodio 9","04-12-21"
"La reina del flow: Temporada 1: Episodio 5","04-12-21"
"¿Quién mató a Sara?: Temporada 2: Derrumbe","01-12-21"
"¿Quién mató a Sara?: Temporada 2: Sangre en las manos","01-12-21"
"La reina del flow: Temporada 2: Episodio 19","01-12-21"
"La reina del flow: Temporada 2: Episodio 18","01-12-21"
"La reina del flow: Temporada 2: Episodio 16","30-11-21"
"La reina del flow: Temporada 2: Episodio 15","30-11-21"
"La reina del flow: Temporada 2: Episodio 14","29-11-21"
"La reina del flow: Temporada 2: Episodio 12","29-11-21"
"La reina del flow: Temporada 2: Episodio 11","28-11-21"
"La reina del flow: Temporada 2: Episodio 10","28-11-21"
"La reina del flow: Temporada 2: Episodio 8","27-11-21"
"La reina del flow: Temporada 2: Episodio 7","27-11-21"
"La reina del flow: Temporada 2: Episodio 6","27-11-21"
"La reina del flow: Temporada 2: Episodio 4","27-11-21"
"La reina del flow: Temporada 2: Episodio 3","27-11-21"
"Duda razonable: Historia de dos secuestros: Miniserie: El accidente","27-11-21"
"La isla siniestra","26-11-21"
"La reina del flow: Temporada 2: Episodio 2","25-11-21"
"La reina del flow: Temporada 2: Episodio 1","25-11-21"
"Velvet: Temporada 1: La costurera","25-11-21"
"El asesino de las postales","25-11-21"
"Jonas Brothers Family Roast","23-11-21"
"La reina del flow: Temporada 1: Episodio 14","21-11-21"
"A dos metros de ti","21-11-21"
"Ace Ventura: Un loco en África","19-11-21"
"Sospecha mortal","19-11-21"
"Alerta roja","18-11-21"
"¿Dónde está Marta?: Miniserie: ¿No hay más preguntas, señoría?","16-11-21"
"¿Dónde está Marta?: Miniserie: Apagado o fuera de cobertura","15-11-21"
"¿Dónde está Marta?: Miniserie: Red de mentiras","11-11-21"
"¡Qué duro es el amor!","09-11-21"
"Mi hermano, mi hermana","08-11-21"
"Historia de un crimen","08-11-21"
"El gran asalto","08-11-21"
"Sex Education: Temporada 3: Episodio 5","07-11-21"
"Sex Education: Temporada 3: Episodio 4","07-11-21"
"El tiempo que te doy: 10 minutos de presente y 1 minuto de recuerdo","06-11-21"
"El tiempo que te doy: 9 minutos de presente y 2 minutos de recuerdo","06-11-21"
"Sex Education: Temporada 3: Episodio 3","03-11-21"
"El tiempo que te doy: 8 minutos de presente y 3 minutos de recuerdo","31-10-21"
"El tiempo que te doy: 7 minutos de presente y 4 minutos de recuerdo","31-10-21"
"El tiempo que te doy: 6 minutos de presente y 5 minutos de recuerdo","31-10-21"
"El tiempo que te doy: 5 minutos de presente y 6 minutos de recuerdo","31-10-21"
"El tiempo que te doy: 4 minutos de presente y 7 minutos de recuerdo","31-10-21"
"El tiempo que te doy: 3 minutos de presente y 8 minutos de recuerdo","31-10-21"
"El tiempo que te doy: 2 minutos de presente y 9 minutos de recuerdo","31-10-21"
"El tiempo que te doy: 1 minuto de presente y 10 minutos de recuerdo","30-10-21"
"La venganza de las Juanas: Los secretos no mueren","29-10-21"
"La venganza de las Juanas: 98 %","29-10-21"
"La venganza de las Juanas: Réplicas","27-10-21"
"La venganza de las Juanas: Las Juanas","26-10-21"
"La venganza de las Juanas: Demasiado tarde","26-10-21"
"La venganza de las Juanas: El regalo","26-10-21"
"La venganza de las Juanas: Pesadillas","26-10-21"
"You: Temporada 2: Realmente amor","20-10-21"
"100 días para enamorarnos: Amor cibernético","20-10-21"
"100 días para enamorarnos: Los tiempos cambian","20-10-21"
"100 días para enamorarnos: El imperio de los machos","20-10-21"
"100 días para enamorarnos: La Cuesta del amor","20-10-21"
"100 días para enamorarnos: La apuesta de Sol","20-10-21"
"100 días para enamorarnos: Efecto tequila","20-10-21"
"100 días para enamorarnos: La dura competencia","20-10-21"
"100 días para enamorarnos: El turno es de Constanza","20-10-21"
"100 días para enamorarnos: En la gloria","20-10-21"
"100 días para enamorarnos: Plutarco estrena su libertad","20-10-21"
"100 días para enamorarnos: El insólito acuerdo","20-10-21"
"100 días para enamorarnos: Parejas en crisis","20-10-21"
"Peaky Blinders: Temporada 1: Episodio 2","20-10-21"
"El club de la pelea","19-10-21"
"Spider-Man: De regreso a casa","18-10-21"
"Ma","17-10-21"
"Distancia de rescate","15-10-21"
"Sex Education: Temporada 3: Episodio 2","14-10-21"
"Colonia Dignidad: Una secta alemana en Chile: La caída","14-10-21"
"Sex Education: Temporada 3: Episodio 1","13-10-21"
"Colonia Dignidad: Una secta alemana en Chile: El intocable","13-10-21"
"Colonia Dignidad: Una secta alemana en Chile: Un pacto con el diablo","13-10-21"
"Colonia Dignidad: Una secta alemana en Chile: El fantasma del comunismo","12-10-21"
"Colonia Dignidad: Una secta alemana en Chile: La tierra prometida","12-10-21"
"La ley de los audaces: Temporada 1: Errores y omisiones","11-10-21"
"Anatomía según Grey: Temporada 17: Me salvaron la vida esta noche","11-10-21"
"Anatomía según Grey: Temporada 17: Sigo en pie","11-10-21"
"Anatomía según Grey: Temporada 17: Tradición","11-10-21"
"Colonia Dignidad: Una secta alemana en Chile: La misión","11-10-21"
"Hay alguien en tu casa","11-10-21"
"Anatomía según Grey: Temporada 17: Alza la vista","10-10-21"
"Anatomía según Grey: Temporada 17: Mejor que nunca","10-10-21"
"Anatomía según Grey: Temporada 17: Síntoma de nuestros tiempos","10-10-21"
"Anatomía según Grey: Temporada 17: Lamentarlo no siempre es suficiente","10-10-21"
"Anatomía según Grey: Temporada 17: Respira","10-10-21"
"Soy Rada: Serendipia","09-10-21"
"Britney vs. Spears","09-10-21"
"Anatomía según Grey: Temporada 17: En mi vida","09-10-21"
"Anatomía según Grey: Temporada 17: Es demasiado","09-10-21"
"Anatomía según Grey: Temporada 17: Esperando sin esperanza","09-10-21"
"Anatomía según Grey: Temporada 17: Sin tiempo para el pesimismo","09-10-21"
"Las cosas por limpiar: Miniserie: Chasquidos","08-10-21"
"Las cosas por limpiar: Miniserie: El color del cielo","08-10-21"
"Las cosas por limpiar: Miniserie: Sin nada que perder","08-10-21"
